source,country,bias,factual_reporting,press_freedom,media_type,popularity,mbfc_credibility_rating,nela_gt_label
thinkinghumanity.com,unknown,pseudoscience,low,,website,minimal traffic,low credibility,unreliable
thoughtcatalog.com,usa,pseudoscience,mixed,mostly free,website,high traffic,low credibility,unreliable
thoughtcrimeradio.net,usa,right conspiracy-pseudoscience,very low,mostly free,website,minimal traffic,low credibility,unreliable
thriveglobal.com,usa,left pseudoscience,mixed,mostly free,website,medium traffic,low credibility,unreliable
thrivemovement.com,usa,conspiracy-pseudoscience,low,mostly free,website,minimal traffic,low credibility,unreliable
treason.news,usa,right conspiracy-pseudoscience,very low,mostly free,website,minimal traffic,low credibility,unreliable
trialsitenews.com,usa,pseudoscience,mixed,mostly free,website,medium traffic,low credibility,unreliable
trunews.com,usa,right conspiracy-pseudoscience,low,mostly free,website,minimal traffic,low credibility,unreliable
truth11.com,unknown,right conspiracy-pseudoscience,very low,,website,minimal traffic,low credibility,unreliable
twisted.news,usa,right conspiracy-pseudoscience,very low,mostly free,website,minimal traffic,low credibility,unreliable
ukcolumn.org,united kingdom,right conspiracy,low,mostly free,newspaper,medium traffic,low credibility,unreliable
usahitman.com,unknown,conspiracy-pseudoscience,low,,website,minimal traffic,low credibility,unreliable
usawatchdog.com,usa,right conspiracy-pseudoscience,low,mostly free,website,medium traffic,low credibility,unreliable
vaccineimpact.com,usa,right conspiracy-pseudoscience,very low,mostly free,website,medium traffic,low credibility,unreliable
vaccines.news,usa,right conspiracy-pseudoscience,very low,mostly free,website,minimal traffic,low credibility,unreliable
vrevealed.com,usa,conspiracy-pseudoscience,very low,mostly free,website,minimal traffic,low credibility,unreliable
vaccinesafety.info,usa,pseudoscience,very low,mostly free,website,minimal traffic,low credibility,unreliable
vactruth.com,usa,right conspiracy pseudoscience,low,mostly free,website,minimal traffic,low credibility,unreliable
vaxxter.com,usa,right conspiracy-pseudoscience,low,mostly free,website,minimal traffic,low credibility,unreliable
vigilantcitizen.com,usa,right conspiracy-pseudoscience,low,mostly free,website,medium traffic,low credibility,unreliable
votefraud.news,usa,right conspiracy-pseudoscience,very low,mostly free,website,minimal traffic,low credibility,unreliable
wattsupwiththat.com,usa,conspiracy-pseudoscience,low,mostly free,website,medium traffic,low credibility,unreliable
wearechange.org,usa,right conspiracy-pseudoscience,mixed,mostly free,website,minimal traffic,low credibility,unreliable
whatdoesitmean.com,unknown,right conspiracy-pseudoscience,very low,,website,medium traffic,low credibility,unreliable
whitehouse.news,usa,right conspiracy-pseudoscience,very low,mostly free,website,minimal traffic,low credibility,unreliable
wikispooks.com,unknown,right conspiracy=pseudoscience,mixed,,website,minimal traffic,low credibility,unreliable
winterwatch.net,usa,right conspiracy-pseudoscience,very low,mostly free,website,minimal traffic,low credibility,unreliable
worldaffairsbrief.com,usa,right conspiracy-pseudoscience,very low,mostly free,website,minimal traffic,low credibility,unreliable
worldcouncilforhealth.org,united kingdom,right conspiracy-pseudoscience,very low,mostly free,organization/foundation,medium traffic,low credibility,unreliable
worldhealth.net,usa,pseudoscience,low,mostly free,organization/foundation,minimal traffic,low credibility,unreliable
worldlifestyle.com,usa,conspiracy-pseudoscience,low,mostly free,website,high traffic,low credibility,unreliable
worldtruth.tv,usa,right conspiracy-pseudoscience,very low,mostly free,website,minimal traffic,low credibility,unreliable
worldviewweekend.com,usa,right conspiracy-pseudoscience,very low,mostly free,website,minimal traffic,low credibility,unreliable
x22report.com,usa,far right,low,mostly free,website,medium traffic,low credibility,unreliable
zerohedge.com,bulgaria,right conspiracy/pseudoscience,low,limited freedom,website,high traffic,low credibility,unreliable
secondamendmentdaily.com,usa,extreme right,low,mostly free,website,minimal traffic,low credibility,unreliable
100percentfedup.com,usa,extreme right,low,mostly free,website,medium traffic,low credibility,unreliable
24jours.com,cameroon,right-center,low,limited freedom,website,minimal traffic,low credibility,unreliable
us24news.com,usa,extreme right,low,mostly free,website,minimal traffic,low credibility,unreliable
avoiceformen.com,usa,right,low,mostly free,website,minimal traffic,low credibility,unreliable
acting-man.com,usa,right,mixed,mostly free,website,minimal traffic,low credibility,mixed
elizabethjohnston.org,usa,extreme right,low,mostly free,website,minimal traffic,low credibility,unreliable
adareporter.com,usa,right-center,mixed,mostly free,website,minimal traffic,low credibility,mixed
adamscountytimes.com,usa,right-center,mixed,mostly free,website,minimal traffic,low credibility,mixed
alarabiya.net,saudi arabia,right-center,mixed,total oppression,tv station,high traffic,low credibility,mixed
albanystandard.com,usa,right-center,mixed,mostly free,website,minimal traffic,low credibility,mixed
albawaba.com,jordan,right-center,mixed,limited freedom,website,medium traffic,low credibility,mixed
allnewspipeline.com,usa,right-center,low,mostly free,website,medium traffic,low credibility,unreliable
adflegal.org,usa,extreme right,low,mostly free,organization/foundation,medium traffic,low credibility,unreliable
almanar.com.lb,lebanon,right-center,mixed,limited freedom,tv station,medium traffic,low credibility,mixed
almasdarnews.com,lebanon,right,mixed,limited freedom,website,minimal traffic,low credibility,mixed
alohastatenews.com,usa,right-center,mixed,mostly free,website,minimal traffic,low credibility,mixed
,usa,far right,low,mostly free,organization/foundation,minimal traffic,low credibility,unreliable
,usa,extreme right,low,mostly free,organization/foundation,minimal traffic,low credibility,unreliable
youm7.com,egypt,right-center,mixed,total oppression,newspaper,high traffic,low credibility,mixed
americamaxnews.com,usa,right,low,mostly free,website,minimal traffic,low credibility,unreliable
americaoutloud.com,usa,far right,low,mostly free,website,medium traffic,low credibility,unreliable
americanactionnews.com,usa,right,mixed,mostly free,website,medium traffic,low credibility,mixed
americancatholictribune.com,usa,right-center,mixed,mostly free,website,minimal traffic,low credibility,mixed
acpeds.org,usa,far-right,low,mostly free,organization/foundation,minimal traffic,low credibility,unreliable
afa.net,usa,extreme right,low,mostly free,organization/foundation,medium traffic,low credibility,unreliable
afn.net,usa,far right,low,mostly free,organization/foundation,medium traffic,low credibility,unreliable
americasfreedomfighters.com,usa,extreme right,low,mostly free,website,medium traffic,low credibility,unreliable
americangulag.org,usa,extreme right,very low,mostly free,website,minimal traffic,low credibility,unreliable
americanlibertyemail.com,usa,far right,low,mostly free,website,minimal traffic,low credibility,unreliable
americanlookout.com,usa,extreme right,low,mostly free,website,minimal traffic,low credibility,unreliable
americanpartisan.org,usa,far right,low,mostly free,website,minimal traffic,low credibility,unreliable
americanpatriotdaily.com,usa,extreme right,low,mostly free,website,minimal traffic,low credibility,unreliable
americanpeopledaily.com,usa,extreme right,low,mostly free,website,minimal traffic,low credibility,unreliable
americanprinciplesproject.org,usa,extreme right,low,mostly free,organization/foundations,minimal traffic,low credibility,unreliable
amren.com,usa,extreme right,low,mostly free,website,medium traffic,low credibility,unreliable
tfp.org,usa,extreme right,low,mostly free,organization/foundation,minimal traffic,low credibility,unreliable
americanthinker.com,usa,extreme right,low,mostly free,website,high traffic,low credibility,unreliable
awm.com,usa,right,mixed,mostly free,website,medium traffic,low credibility,mixed
americansfortruth.com,usa,extreme right,very low,mostly free,organization/foundation,minimal traffic,low credibility,unreliable
americasnewssource.com,usa,right,very low,mostly free,website,minimal traffic,low credibility,unreliable
amestoday.com,usa,right-center,mixed,mostly free,website,minimal traffic,low credibility,mixed
amoskeagtimes.com,usa,left-center,mixed,mostly free,website,minimal traffic,low credibility,mixed
analyzingamerica.org,usa,extreme right,mixed,mostly free,website,medium traffic,low credibility,mixed
andersonreporter.com,usa,right-center,mixed,mostly free,website,minimal traffic,low credibility,mixed
annarbortimes.com,usa,right-center,mixed,mostly free,website,minimal traffic,low credibility,mixed
annearundeltoday.com,usa,right-center,mixed,mostly free,website,minimal traffic,low credibility,mixed
anokatimes.com,usa,right-center,mixed,mostly free,website,minimal traffic,low credibility,mixed
anonymouswire.com,unknown,extreme right,low,,website,minimal traffic,low credibility,unreliable
antelopevalleytoday.com,usa,right-center,mixed,mostly free,website,minimal traffic,low credibility,mixed
arabnews.com,saudi arabia,right-center,mixed,total oppression,newspaper,high traffic,low credibility,mixed
arizonaindependent.com,usa,left,mixed,mostly free,website,minimal traffic,low credibility,mixed
aroostooknews.com,usa,right-center,mixed,mostly free,website,minimal traffic,low credibility,mixed
aapsonline.org,usa,extreme right,low,mostly free,organization/foundation,medium traffic,low credibility,unreliable
athensreporter.com,usa,right-center,mixed,mostly free,website,minimal traffic,low credibility,mixed
atlstandard.com,usa,right-center,mixed,mostly free,website,minimal traffic,low credibility,mixed
auburntimes.com,usa,right-center,mixed,mostly free,website,minimal traffic,low credibility,mixed
augustarichmondherald.com,usa,left-center,mixed,mostly free,website,minimal traffic,low credibility,mixed
baldwintimes.com,usa,right-center,mixed,mostly free,website,minimal traffic,low credibility,mixed
baltimorecitywire.com,usa,right-center,mixed,mostly free,website,minimal traffic,low credibility,mixed
barenakedislam.com,usa,extreme right,low,mostly free,website,minimal traffic,low credibility,unreliable
basnews.com,iraq,left,mixed,total oppression,news agency,medium traffic,low credibility,mixed
batonrougereporter.com,usa,right-center,mixed,mostly free,website,minimal traffic,low credibility,mixed
battlecreektimes.com,usa,right-center,mixed,mostly free,website,minimal traffic,low credibility,mixed
baystatenews.com,usa,right-center,mixed,mostly free,website,minimal traffic,low credibility,mixed
bb4sp.com,usa,extreme right,low,mostly free,website,minimal traffic,low credibility,unreliable
bbarta24.net,bangladesh,left-center,mixed,total oppression,website,minimal traffic,low credibility,mixed
bdnews24.com,bangladesh,left-center,mixed,total oppression,website,high traffic,low credibility,mixed
beachbroadcastnews.com,usa,extreme right,very low,mostly free,website,minimal traffic,low credibility,unreliable
beantowntimes.com,usa,right-center,mixed,mostly free,website,minimal traffic,low credibility,mixed
beckernews.com,usa,far right,low,mostly free,website,medium traffic,low credibility,unreliable
beforeitsnews.com,usa,extreme right,low,mostly free,website,high traffic,low credibility,unreliable
bjreview.com,usa,left-center,mixed,mostly free,magazine,minimal traffic,low credibility,mixed
bentontimes.com,usa,right-center,mixed,mostly free,website,minimal traffic,low credibility,mixed
bigislandtimes.com,usa,right-center,mixed,mostly free,website,minimal traffic,low credibility,mixed
bigleaguepolitics.com,usa,extreme right,low,mostly free,website,medium traffic,low credibility,unreliable
billionbibles.org,usa,right,very low,mostly free,website,minimal traffic,low credibility,unreliable
bipartisanreport.com,usa,extreme left,low,mostly free,website,medium traffic,low credibility,unreliable
bitchute.com,united kingdom,extreme right,very low,mostly free,website,high traffic,low credibility,unreliable
blackeyepolitics.com,usa,extreme right,low,mostly free,website,minimal traffic,low credibility,unreliable
blackgenocide.org,usa,extreme right,low,mostly free,website,minimal traffic,low credibility,unreliable
